datetime,player_count
2021-01-05 01:10:03,54221
2021-01-05 01:15:02,54029
2021-01-05 01:20:03,54297
2021-01-05 01:25:02,54131
2021-01-05 01:30:03,54627
2021-01-05 01:35:03,54118
2021-01-05 01:40:02,53989
2021-01-05 01:45:03,53233
2021-01-05 01:50:03,53729
2021-01-05 01:55:02,53530
2021-01-05 02:00:03,53555
2021-01-05 02:05:03,53197
2021-01-05 02:10:03,53336
2021-01-05 02:15:03,53089
2021-01-05 02:20:02,53640
2021-01-05 02:25:03,53417
2021-01-05 02:30:02,53726
2021-01-05 02:35:03,53305
2021-01-05 02:40:03,53672
2021-01-05 02:45:03,53664
2021-01-05 02:50:02,53933
2021-01-05 02:55:03,53535
2021-01-05 03:00:03,53929
2021-01-05 03:05:03,53800
2021-01-05 03:10:03,54278
2021-01-05 03:15:02,54317
2021-01-05 03:20:03,54960
2021-01-05 03:25:03,55019
2021-01-05 03:30:02,55713
2021-01-05 03:35:03,55371
2021-01-05 03:40:03,56095
2021-01-05 03:45:02,56216
2021-01-05 03:50:03,57201
2021-01-05 03:55:02,57390
2021-01-05 04:00:03,57588
2021-01-05 04:05:03,57810
2021-01-05 04:10:02,58450
2021-01-05 04:15:03,58583
2021-01-05 04:20:02,59379
2021-01-05 04:25:03,59805
2021-01-05 04:30:03,60370
2021-01-05 04:35:02,60535
2021-01-05 04:40:03,61483
2021-01-05 04:45:03,61723
2021-01-05 04:50:02,62599
2021-01-05 04:55:03,62876
2021-01-05 05:00:02,63332
2021-01-05 05:05:03,63672
2021-01-05 05:10:03,64222
2021-01-05 05:15:02,64837
2021-01-05 05:20:03,66017
2021-01-05 05:25:03,66559
2021-01-05 05:30:03,67475
2021-01-05 05:35:03,68301
2021-01-05 05:40:03,69037
2021-01-05 05:45:03,69596
2021-01-05 05:50:03,70409
2021-01-05 05:55:02,70813
2021-01-05 06:00:03,71420
2021-01-05 06:05:03,72288
2021-01-05 06:10:02,73311
2021-01-05 06:15:03,73884
2021-01-05 06:20:03,75024
2021-01-05 06:25:02,75510
2021-01-05 06:30:03,76111
2021-01-05 06:35:03,76645
2021-01-05 06:40:03,77735
2021-01-05 06:45:02,78346
2021-01-05 06:50:03,79076
2021-01-05 06:55:03,79626
2021-01-05 07:00:03,80336
2021-01-05 07:05:02,80910
2021-01-05 07:10:03,81412
2021-01-05 07:15:03,82019
2021-01-05 07:20:02,82607
2021-01-05 07:25:03,83097
2021-01-05 07:30:03,83529
2021-01-05 07:35:02,84106
2021-01-05 07:40:03,85090
2021-01-05 07:45:03,85963
2021-01-05 07:50:02,86678
2021-01-05 07:55:03,86547
2021-01-05 08:00:03,86887
2021-01-05 08:05:02,86846
2021-01-05 08:10:03,87642
2021-01-05 08:15:03,88027
2021-01-05 08:20:02,88606
2021-01-05 08:25:03,88975
2021-01-05 08:30:03,89016
2021-01-05 08:35:02,89189
2021-01-05 08:40:03,89151
2021-01-05 08:45:03,89143
2021-01-05 08:50:02,89604
2021-01-05 08:55:03,89687
2021-01-05 09:00:02,89862
2021-01-05 09:05:03,89547
2021-01-05 09:10:03,89881
2021-01-05 09:15:02,90043
2021-01-05 09:20:03,90466
2021-01-05 09:25:03,90797
2021-01-05 09:30:02,91136
2021-01-05 09:35:03,91681
2021-01-05 09:40:02,92191
2021-01-05 09:45:03,92346
2021-01-05 09:50:03,92825
2021-01-05 09:55:02,93142
2021-01-05 10:00:03,93289
2021-01-05 10:05:03,93579
2021-01-05 10:10:02,94563
2021-01-05 10:15:03,95009
2021-01-05 10:20:03,95745
2021-01-05 10:25:02,96328
2021-01-05 10:30:03,97090
2021-01-05 10:35:02,97403
2021-01-05 10:40:03,97798
2021-01-05 10:45:03,98311
2021-01-05 10:50:03,98870
2021-01-05 10:55:03,99239
2021-01-05 11:00:02,99924
2021-01-05 11:05:03,100515
2021-01-05 11:10:03,101135
2021-01-05 11:15:02,101341
2021-01-05 11:20:03,101836
2021-01-05 11:25:02,102049
2021-01-05 11:30:03,102366
2021-01-05 11:35:03,102926
2021-01-05 11:40:02,103212
2021-01-05 11:45:03,103692
2021-01-05 11:50:03,104144
2021-01-05 11:55:02,104167
2021-01-05 12:00:03,104620
2021-01-05 12:05:03,104735
2021-01-05 12:10:03,104781
2021-01-05 12:15:02,105003
2021-01-05 12:20:03,105376
2021-01-05 12:25:03,104801
2021-01-05 12:30:03,104884
2021-01-05 12:35:03,104965
2021-01-05 12:40:02,105120
2021-01-05 12:45:03,105236
2021-01-05 12:50:03,105457
2021-01-05 12:55:02,105484
2021-01-05 13:00:03,105042
2021-01-05 13:05:03,104602
2021-01-05 13:10:02,104500
2021-01-05 13:15:03,104403
2021-01-05 13:20:02,104321
2021-01-05 13:25:03,103895
2021-01-05 13:30:03,103753
2021-01-05 13:35:02,103764
2021-01-05 13:40:03,103418
2021-01-05 13:45:03,103295
2021-01-05 13:50:02,102728
2021-01-05 13:55:03,102550
2021-01-05 14:00:03,102104
2021-01-05 14:05:02,101726
2021-01-05 14:10:03,101349
2021-01-05 14:15:02,101080
2021-01-05 14:20:02,100581
2021-01-05 14:25:03,100176
2021-01-05 14:30:03,99880
2021-01-05 14:35:03,99353
2021-01-05 14:40:03,99217
2021-01-05 14:45:02,98699
2021-01-05 14:50:03,98288
2021-01-05 14:55:03,97821
2021-01-05 15:00:02,97401
2021-01-05 15:05:03,96757
2021-01-05 15:10:03,96451
2021-01-05 15:15:02,96394
2021-01-05 15:20:03,96070
2021-01-05 15:25:02,95719
2021-01-05 15:30:03,95330
2021-01-05 15:35:02,95291
2021-01-05 15:40:03,95190
2021-01-05 15:45:03,95176
2021-01-05 15:50:02,95016
2021-01-05 15:55:03,94567
2021-01-05 16:00:03,94171
2021-01-05 16:05:03,94182
2021-01-05 16:10:03,94304
2021-01-05 16:15:02,94407
2021-01-05 16:20:03,94147
2021-01-05 16:25:03,94309
2021-01-05 16:30:02,94539
2021-01-05 16:35:03,94362
2021-01-05 16:40:03,94905
2021-01-05 16:45:02,94856
2021-01-05 16:50:03,95324
2021-01-05 16:55:03,95323
2021-01-05 17:00:03,95417
2021-01-05 17:05:03,95223
2021-01-05 17:10:02,95292
2021-01-05 17:15:02,95352
2021-01-05 17:20:03,95440
2021-01-05 17:25:03,95339
2021-01-05 17:30:02,96612
2021-01-05 17:35:03,97227
2021-01-05 17:40:02,97782
2021-01-05 17:45:03,97454
2021-01-05 17:50:03,97407
2021-01-05 17:55:03,97541
2021-01-05 18:00:03,97377
2021-01-05 18:05:02,97082
2021-01-05 18:10:03,97291
2021-01-05 18:15:02,97816
2021-01-05 18:20:03,97547
2021-01-05 18:25:03,97167
2021-01-05 18:30:02,97027
2021-01-05 18:35:03,96869
2021-01-05 18:40:02,96786
2021-01-05 18:45:03,96531
2021-01-05 18:50:03,95519
2021-01-05 18:55:02,95973
2021-01-05 19:00:03,95761
2021-01-05 19:05:03,95329
2021-01-05 19:10:03,95099
2021-01-05 19:15:02,94455
2021-01-05 19:20:03,94131
2021-01-05 19:25:03,93721
2021-01-05 19:30:02,92983
2021-01-05 19:35:03,92559
2021-01-05 19:40:03,92099
2021-01-05 19:45:03,91578
2021-01-05 19:50:03,90739
2021-01-05 19:55:03,90163
2021-01-05 20:00:03,89444
2021-01-05 20:05:02,88974
2021-01-05 20:10:03,87375
2021-01-05 20:15:02,87275
2021-01-05 20:20:03,86574
2021-01-05 20:25:03,85421
2021-01-05 20:30:02,84700
2021-01-05 20:35:03,83716
2021-01-05 20:40:03,82871
2021-01-05 20:45:03,82055
2021-01-05 20:50:03,81613
2021-01-05 20:55:03,80591
2021-01-05 21:00:02,79647
2021-01-05 21:05:03,78641
2021-01-05 21:10:02,77972
2021-01-05 21:15:03,76791
2021-01-05 21:20:03,76052
2021-01-05 21:25:02,75126
2021-01-05 21:30:03,74283
2021-01-05 21:35:03,73524
2021-01-05 21:40:03,73054
2021-01-05 21:45:03,72518
2021-01-05 21:50:02,71880
2021-01-05 21:55:03,71040
2021-01-05 22:00:03,70113
2021-01-05 22:05:02,68539
2021-01-05 22:10:03,67797
2021-01-05 22:15:02,66616
2021-01-05 22:20:03,66225
2021-01-05 22:25:03,65189
2021-01-05 22:30:02,64479
2021-01-05 22:35:03,63578
2021-01-05 22:40:02,62735
2021-01-05 22:45:03,61915
2021-01-05 22:50:03,61102
2021-01-05 22:55:02,60404
2021-01-05 23:00:03,59542
2021-01-05 23:05:03,58761
2021-01-05 23:10:02,59123
2021-01-05 23:15:03,59315
2021-01-05 23:20:02,57086
2021-01-05 23:25:03,56496
2021-01-05 23:30:02,56274
2021-01-05 23:35:02,57298
2021-01-05 23:40:02,57452
2021-01-05 23:45:03,56893
2021-01-05 23:50:02,56584
2021-01-05 23:55:03,56340
2021-01-06 00:00:02,55889
2021-01-06 00:05:03,55409
2021-01-06 00:10:03,54918
2021-01-06 00:15:02,54491
2021-01-06 00:20:03,54214
2021-01-06 00:25:03,54195
2021-01-06 00:30:02,53984
2021-01-06 00:35:03,53830
2021-01-06 00:40:03,53982
2021-01-06 00:45:03,53528
2021-01-06 00:50:02,53662
2021-01-06 00:55:03,53545
2021-01-06 01:00:02,53397
2021-01-06 01:05:03,53445
2021-01-06 01:10:03,53511
2021-01-06 01:15:02,53417
2021-01-06 01:20:03,53809
2021-01-06 01:25:03,54067
2021-01-06 01:30:02,54125
2021-01-06 01:35:03,54039
2021-01-06 01:40:03,54068
2021-01-06 01:45:02,53990
2021-01-06 01:50:03,54501
2021-01-06 01:55:03,54380
2021-01-06 02:00:02,54462
2021-01-06 02:05:03,53395
2021-01-06 02:10:03,53907
2021-01-06 02:15:03,53607
2021-01-06 02:20:03,54315
2021-01-06 02:25:03,54237
2021-01-06 02:30:03,54578
2021-01-06 02:35:02,54371
2021-01-06 02:40:03,55121
2021-01-06 02:45:03,54597
2021-01-06 02:50:02,55163
2021-01-06 02:55:03,55950
2021-01-06 03:00:03,56475
2021-01-06 03:05:03,56082
2021-01-06 03:10:03,56308
2021-01-06 03:15:02,56399
2021-01-06 03:20:03,56562
2021-01-06 03:25:02,56187
2021-01-06 03:30:03,56581
2021-01-06 03:35:03,56855
2021-01-06 03:40:02,57194
2021-01-06 03:45:03,57221
2021-01-06 03:50:03,56162
2021-01-06 03:55:02,55559
2021-01-06 04:00:03,54934
2021-01-06 04:05:02,53809
2021-01-06 04:10:03,51514
2021-01-06 04:15:03,36202
2021-01-06 04:20:02,22588
2021-01-06 04:25:03,31885
2021-01-06 04:30:03,37550
2021-01-06 04:35:02,41643
2021-01-06 04:40:03,45085
2021-01-06 04:45:03,47708
2021-01-06 04:50:03,48629
2021-01-06 04:55:03,53096
2021-01-06 05:00:02,55905
2021-01-06 05:05:02,57087
2021-01-06 05:10:03,58871
2021-01-06 05:15:03,60040
2021-01-06 05:20:03,61856
2021-01-06 05:25:02,62580
2021-01-06 05:30:03,63174
2021-01-06 05:35:03,64322
2021-01-06 05:40:03,65649
2021-01-06 05:45:03,66601
2021-01-06 05:50:03,67751
2021-01-06 05:55:03,68513
2021-01-06 06:00:03,69334
2021-01-06 06:05:02,70142
2021-01-06 06:10:03,71126
2021-01-06 06:15:03,71971
2021-01-06 06:20:02,73000
2021-01-06 06:25:03,73754
2021-01-06 06:30:03,74468
2021-01-06 06:35:02,75433
2021-01-06 06:40:03,76242
2021-01-06 06:45:03,76821
2021-01-06 06:50:03,77588
2021-01-06 06:55:02,78198
2021-01-06 07:00:03,78925
2021-01-06 07:05:03,79517
2021-01-06 07:10:03,80483
2021-01-06 07:15:02,81454
2021-01-06 07:20:03,82042
2021-01-06 07:25:02,82389
2021-01-06 07:30:03,82957
2021-01-06 07:35:03,83381
2021-01-06 07:40:02,83894
2021-01-06 07:45:02,84457
2021-01-06 07:50:03,85136
2021-01-06 07:55:03,85706
2021-01-06 08:00:03,86186
2021-01-06 08:05:02,86707
2021-01-06 08:10:03,87387
2021-01-06 08:15:03,88063
2021-01-06 08:20:03,88511
2021-01-06 08:25:02,88735
2021-01-06 08:30:03,89319
2021-01-06 08:35:03,89261
2021-01-06 08:40:02,89451
2021-01-06 08:45:03,89585
2021-01-06 08:50:03,89793
2021-01-06 08:55:03,89680
2021-01-06 09:00:02,89863
2021-01-06 09:05:02,89827
2021-01-06 09:10:03,89949
2021-01-06 09:15:03,90033
2021-01-06 09:20:02,90674
2021-01-06 09:25:03,90927
2021-01-06 09:30:03,91433
2021-01-06 09:35:03,91880
2021-01-06 09:40:02,92300
2021-01-06 09:45:02,93173
2021-01-06 09:50:03,93759
2021-01-06 09:55:03,94297
2021-01-06 10:00:02,94657
2021-01-06 10:05:03,95109
2021-01-06 10:10:03,95893
2021-01-06 10:15:03,96456
2021-01-06 10:20:02,97090
2021-01-06 10:25:03,97913
2021-01-06 10:30:03,98385
2021-01-06 10:35:03,98969
2021-01-06 10:40:02,99674
2021-01-06 10:45:03,100049
2021-01-06 10:50:03,100459
2021-01-06 10:55:03,100794
2021-01-06 11:00:02,100948
2021-01-06 11:05:03,101435
2021-01-06 11:10:03,101719
2021-01-06 11:15:02,102088
2021-01-06 11:20:03,102616
2021-01-06 11:25:03,102593
2021-01-06 11:30:03,103034
2021-01-06 11:35:02,103057
2021-01-06 11:40:03,103462
2021-01-06 11:45:03,103473
2021-01-06 11:50:03,103595
2021-01-06 11:55:02,103816
2021-01-06 12:00:02,103860
2021-01-06 12:05:03,103794
2021-01-06 12:10:03,103818
2021-01-06 12:15:03,103727
2021-01-06 12:20:02,103835
2021-01-06 12:25:02,104228
2021-01-06 12:30:03,104134
2021-01-06 12:35:03,104436
2021-01-06 12:40:03,104130
2021-01-06 12:45:02,104231
2021-01-06 12:50:03,104152
2021-01-06 12:55:03,104027
2021-01-06 13:00:03,103863
2021-01-06 13:05:02,103498
2021-01-06 13:10:03,103882
2021-01-06 13:15:03,103710
2021-01-06 13:20:02,103375
2021-01-06 13:25:03,103155
2021-01-06 13:30:03,103094
2021-01-06 13:35:03,102628
2021-01-06 13:40:02,102555
2021-01-06 13:45:03,102492
2021-01-06 13:50:03,102374
2021-01-06 13:55:03,102068
2021-01-06 14:00:02,101718
2021-01-06 14:05:03,101403
2021-01-06 14:10:03,100738
2021-01-06 14:15:03,100524
2021-01-06 14:20:02,100306
2021-01-06 14:25:02,100287
2021-01-06 14:30:03,99907
2021-01-06 14:35:03,99483
2021-01-06 14:40:03,99254
2021-01-06 14:45:02,99009
2021-01-06 14:50:03,98562
2021-01-06 14:55:03,98082
2021-01-06 15:00:03,97557
2021-01-06 15:05:02,96741
2021-01-06 15:10:03,96174
2021-01-06 15:15:03,95729
2021-01-06 15:20:03,95508
2021-01-06 15:25:02,95112
2021-01-06 15:30:02,95166
2021-01-06 15:35:03,94939
2021-01-06 15:40:03,94934
2021-01-06 15:45:03,94745
2021-01-06 15:50:03,94606
2021-01-06 15:55:02,94694
2021-01-06 16:00:03,94441
2021-01-06 16:05:03,94088
2021-01-06 16:10:03,94028
2021-01-06 16:15:02,93777
2021-01-06 16:20:03,93881
2021-01-06 16:25:03,93819
2021-01-06 16:30:02,94232
2021-01-06 16:35:02,94320
2021-01-06 16:40:03,94362
2021-01-06 16:45:03,94321
2021-01-06 16:50:03,94293
2021-01-06 16:55:02,94187
2021-01-06 17:00:03,94050
2021-01-06 17:05:03,94012
2021-01-06 17:10:03,94159
2021-01-06 17:15:02,94300
2021-01-06 17:20:03,94628
2021-01-06 17:25:03,94830
2021-01-06 17:30:02,94871
2021-01-06 17:35:03,94943
2021-01-06 17:40:03,94952
2021-01-06 17:45:02,94834
2021-01-06 17:50:03,94542
2021-01-06 17:55:03,93691
2021-01-06 18:00:03,94115
2021-01-06 18:05:02,94351
2021-01-06 18:10:03,94702
2021-01-06 18:15:02,94808
2021-01-06 18:20:03,94868
2021-01-06 18:25:03,94802
2021-01-06 18:30:02,94651
2021-01-06 18:35:03,94724
2021-01-06 18:40:03,94573
2021-01-06 18:45:03,94492
2021-01-06 18:50:02,94213
2021-01-06 18:55:02,93949
2021-01-06 19:00:03,93355
2021-01-06 19:05:03,92688
2021-01-06 19:10:02,92404
2021-01-06 19:15:03,91944
2021-01-06 19:20:03,91655
2021-01-06 19:25:03,91386
2021-01-06 19:30:02,90735
2021-01-06 19:35:03,90176
2021-01-06 19:40:03,89726
2021-01-06 19:45:02,89198
2021-01-06 19:50:03,88661
2021-01-06 19:55:03,88061
2021-01-06 20:00:02,87400
2021-01-06 20:05:03,86393
2021-01-06 20:10:03,85937
2021-01-06 20:15:02,85275
2021-01-06 20:20:03,84180
2021-01-06 20:25:03,83314
2021-01-06 20:30:02,82462
2021-01-06 20:35:02,81774
2021-01-06 20:40:03,81015
2021-01-06 20:45:03,80344
2021-01-06 20:50:02,79714
2021-01-06 20:55:03,78958
2021-01-06 21:00:02,77987
2021-01-06 21:05:03,76840
2021-01-06 21:10:03,76087
2021-01-06 21:15:03,75661
2021-01-06 21:20:02,75116
2021-01-06 21:25:03,74331
2021-01-06 21:30:02,73846
2021-01-06 21:35:02,72411
2021-01-06 21:40:03,71596
2021-01-06 21:45:03,70800
2021-01-06 21:50:02,70122
2021-01-06 21:55:03,69503
2021-01-06 22:00:03,69334
2021-01-06 22:05:03,67846
2021-01-06 22:10:02,67032
2021-01-06 22:15:03,65352
2021-01-06 22:20:03,65017
2021-01-06 22:25:03,63990
2021-01-06 22:30:02,63099
2021-01-06 22:35:02,62471
2021-01-06 22:40:03,61639
2021-01-06 22:45:03,61120
2021-01-06 22:50:02,60266
2021-01-06 22:55:02,59657
2021-01-06 23:00:03,59537
2021-01-06 23:05:03,58329
2021-01-06 23:10:02,57803
2021-01-06 23:15:03,57705
2021-01-06 23:20:03,56737
2021-01-06 23:25:03,56333
2021-01-06 23:30:02,55869
2021-01-06 23:35:03,55573
2021-01-06 23:40:03,55382
2021-01-06 23:45:03,55134
2021-01-06 23:50:02,54908
2021-01-06 23:55:02,54682
2021-01-07 00:00:03,53997
2021-01-07 00:05:03,53600
2021-01-07 00:10:03,53269
2021-01-07 00:15:02,53039
2021-01-07 00:20:03,52739
2021-01-07 00:25:03,52676
2021-01-07 00:30:03,52609
2021-01-07 00:35:02,52409
2021-01-07 00:40:03,52122
2021-01-07 00:45:03,51596
2021-01-07 00:50:03,51355
2021-01-07 00:55:02,51435
2021-01-07 01:00:02,51256
2021-01-07 01:05:03,51377
2021-01-07 01:10:03,51433
2021-01-07 01:15:03,51603
2021-01-07 01:20:02,51678
2021-01-07 01:25:03,51783
2021-01-07 01:30:03,51733
2021-01-07 01:35:03,51777
2021-01-07 01:40:02,51627
2021-01-07 01:45:03,51686
2021-01-07 01:50:03,51747
2021-01-07 01:55:03,51763
2021-01-07 02:00:03,51901
2021-01-07 02:05:03,51745
2021-01-07 02:10:03,51826
2021-01-07 02:15:02,51849
2021-01-07 02:20:03,52226
2021-01-07 02:25:03,52026
2021-01-07 02:30:03,52121
2021-01-07 02:35:03,52165
2021-01-07 02:40:02,52329
2021-01-07 02:45:02,52512
2021-01-07 02:50:03,52717
2021-01-07 02:55:03,53061
2021-01-07 03:00:02,53319
2021-01-07 03:05:02,53602
2021-01-07 03:10:03,53811
2021-01-07 03:15:03,54015
2021-01-07 03:20:03,54464
2021-01-07 03:25:02,54502
2021-01-07 03:30:02,54815
2021-01-07 03:35:03,54986
2021-01-07 03:40:03,56194
2021-01-07 03:45:03,56815
2021-01-07 03:50:02,57112
2021-01-07 03:55:02,56630
2021-01-07 04:00:03,56676
2021-01-07 04:05:03,56935
2021-01-07 04:10:03,57213
2021-01-07 04:15:02,57708
2021-01-07 04:20:03,58147
2021-01-07 04:25:03,58817
2021-01-07 04:30:03,59145
2021-01-07 04:35:03,59548
2021-01-07 04:40:02,60031
2021-01-07 04:45:02,60606
2021-01-07 04:50:03,61268
2021-01-07 04:55:03,61961
2021-01-07 05:00:03,62514
2021-01-07 05:05:02,63257
2021-01-07 05:10:03,63936
2021-01-07 05:15:03,64154
2021-01-07 05:20:03,64576
2021-01-07 05:25:02,65149
2021-01-07 05:30:03,65806
2021-01-07 05:35:03,66348
2021-01-07 05:40:03,67131
2021-01-07 05:45:02,67766
2021-01-07 05:50:02,68708
2021-01-07 05:55:03,69252
2021-01-07 06:00:03,69755
2021-01-07 06:05:02,70688
2021-01-07 06:10:02,71476
2021-01-07 06:15:03,72039
2021-01-07 06:20:03,72923
2021-01-07 06:25:03,73506
2021-01-07 06:30:02,73996
2021-01-07 06:35:02,74459
2021-01-07 06:40:03,75009
2021-01-07 06:45:03,75373
2021-01-07 06:50:02,76214
2021-01-07 06:55:03,77152
2021-01-07 07:00:03,77995
2021-01-07 07:05:02,78730
2021-01-07 07:10:03,79479
2021-01-07 07:15:03,80406
2021-01-07 07:20:03,81169
2021-01-07 07:25:02,81965
2021-01-07 07:30:03,82611
2021-01-07 07:35:03,83012
2021-01-07 07:40:03,83740
2021-01-07 07:45:02,84350
2021-01-07 07:50:03,84749
2021-01-07 07:55:03,85153
2021-01-07 08:00:03,85440
2021-01-07 08:05:02,85678
2021-01-07 08:10:02,86361
2021-01-07 08:15:03,86723
2021-01-07 08:20:03,86919
2021-01-07 08:25:03,87317
2021-01-07 08:30:02,87437
2021-01-07 08:35:03,87844
2021-01-07 08:40:03,88124
2021-01-07 08:45:02,88754
2021-01-07 08:50:03,88817
2021-01-07 08:55:03,89074
2021-01-07 09:00:03,88955
2021-01-07 09:05:02,89105
2021-01-07 09:10:02,89251
2021-01-07 09:15:03,89504
2021-01-07 09:20:03,90154
2021-01-07 09:25:02,90422
2021-01-07 09:30:02,90807
2021-01-07 09:35:03,91041
2021-01-07 09:40:03,91541
2021-01-07 09:45:03,91901
2021-01-07 09:50:02,92593
2021-01-07 09:55:03,93001
2021-01-07 10:00:03,94720
2021-01-07 10:05:03,95000
2021-01-07 10:10:02,95486
2021-01-07 10:15:02,95783
2021-01-07 10:20:03,96196
2021-01-07 10:25:03,96834
2021-01-07 10:30:02,97166
2021-01-07 10:35:02,97739
2021-01-07 10:40:03,98135
2021-01-07 10:45:03,98751
2021-01-07 10:50:03,99158
2021-01-07 10:55:02,99267
2021-01-07 11:00:02,99820
2021-01-07 11:05:03,100252
2021-01-07 11:10:03,100696
2021-01-07 11:15:03,101069
2021-01-07 11:20:02,101473
2021-01-07 11:25:03,101883
2021-01-07 11:30:03,102128
2021-01-07 11:35:03,102541
2021-01-07 11:40:02,103080
2021-01-07 11:45:03,103672
2021-01-07 11:50:03,103842
2021-01-07 11:55:03,103805
2021-01-07 12:00:02,104119
2021-01-07 12:05:02,104301
2021-01-07 12:10:03,104310
2021-01-07 12:15:03,104726
2021-01-07 12:20:02,104605
2021-01-07 12:25:02,104532
2021-01-07 12:30:03,104470
2021-01-07 12:35:03,104294
2021-01-07 12:40:03,104146
2021-01-07 12:45:02,104055
2021-01-07 12:50:03,103947
2021-01-07 12:55:03,104196
2021-01-07 13:00:03,103648
2021-01-07 13:05:02,103381
2021-01-07 13:10:02,103116
2021-01-07 13:15:03,102998
2021-01-07 13:20:03,102860
2021-01-07 13:25:02,103439
2021-01-07 13:30:03,103200
2021-01-07 13:35:03,102284
2021-01-07 13:40:03,102198
2021-01-07 13:45:02,102743
2021-01-07 13:50:02,102546
2021-01-07 13:55:03,102459
2021-01-07 14:00:03,102042
2021-01-07 14:05:03,101540
2021-01-07 14:10:02,101267
2021-01-07 14:15:03,99850
2021-01-07 14:20:03,99629
2021-01-07 14:25:03,100195
2021-01-07 14:30:02,100135
2021-01-07 14:35:03,99732
2021-01-07 14:40:03,99347
2021-01-07 14:45:03,98874
2021-01-07 14:50:02,98804
2021-01-07 14:55:02,98172
2021-01-07 15:00:03,97715
2021-01-07 15:05:03,97096
2021-01-07 15:10:02,95995
2021-01-07 15:15:02,95648
2021-01-07 15:20:03,95031
2021-01-07 15:25:03,95734
2021-01-07 15:30:03,95782
2021-01-07 15:35:02,95176
2021-01-07 15:40:03,94889
2021-01-07 15:45:03,95068
2021-01-07 15:50:02,94814
2021-01-07 15:55:02,94590
2021-01-07 16:00:03,94097
2021-01-07 16:05:03,94082
2021-01-07 16:10:03,93564
2021-01-07 16:15:02,93611
2021-01-07 16:20:03,93867
2021-01-07 16:25:03,93839
2021-01-07 16:30:03,93810
2021-01-07 16:35:02,93936
2021-01-07 16:40:03,93708
2021-01-07 16:45:03,94167
2021-01-07 16:50:03,94445
2021-01-07 16:55:02,94429
2021-01-07 17:00:02,94294
2021-01-07 17:05:03,94419
2021-01-07 17:10:03,94292
2021-01-07 17:15:03,94145
2021-01-07 17:20:03,94424
2021-01-07 17:25:03,94694
2021-01-07 17:30:02,94479
2021-01-07 17:35:02,94486
2021-01-07 17:40:03,94338
2021-01-07 17:45:03,94687
2021-01-07 17:50:02,94625
2021-01-07 17:55:03,94722
2021-01-07 18:00:03,94609
2021-01-07 18:05:02,94677
2021-01-07 18:10:03,94692
